x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Lalit Mohan Suklabaidya,"321,059",47.8%,Indian National Congress, AC View
2,2,Parimal Sukla Baidya,"229,111",34.1%,Bharatiya Janta Party, AC View
3,3,Nepal Chandra Das,"106,546",15.9%,Asom Gana Parisad, AC View
4,4,Babul Ram Das,"3,926",0.6%,Independent, AC View
5,5,Sushil Kumar Das,"3,641",0.5%,Independent, AC View
6,6,Radha Kanta Tanty,"2,862",0.4%,Independent, AC View
7,7,Lukendra Roy,"2,386",0.4%,Independent, AC View
8,8,Babul Roy,"1,960",0.3%,Independent, AC View
