x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Rupchand Pal,"496,890",54.0%,Communist Party Of India (MARXIST), AC View
2,2,Indrani Mukherjee,"329,924",35.9%,All India Trinamool Congress, AC View
3,3,Asok Kumar Das,"70,173",7.6%,Indian National Congress, AC View
4,4,Keshab Chandra Soren,"16,931",1.8%,Jharkhand Disom Party, AC View
5,5,Matilal Mandal,"11,001",1.2%,Bahujan Samaj Party, AC View
