x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,S. P. Y. Reddy,"458,526",55.3%,Indian National Congress, AC View
2,2,Bhuma Shobha Nagi Reddy,"346,847",41.9%,Telugu Desam, AC View
3,3,Laku Obulesu,"7,662",0.9%,Independent, AC View
4,4,A. C  V. Subbaiah,"7,468",0.9%,Bahujan Samaj Party, AC View
5,5,S. Vasudev Prasad,"2,682",0.3%,Telangana Rashtra Samithi, AC View
6,6,Ramakrishna Reddy. S,"2,020",0.2%,Independent, AC View
7,7,Mala Gunam Palle Gokari,"1,800",0.2%,Independent, AC View
8,8,Injeti Krishna Reddy,"1,552",0.2%,Independent, AC View
9,9,Budda Reddy Srinivasa Reddy,"1,419",0.2%,Independent, AC View
