x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Jaipal Reddy Sudini,"572,169",59.5%,Indian National Congress, AC View
2,2,Vangala Swamy Goud,"355,262",37.0%,Telugu Desam, AC View
3,3,Marry Nehemiah,"9,566",1.0%,Independent, AC View
4,4,Sarasani Damodar Reddy,"9,456",1.0%,Independent, AC View
5,5,Yanala Narsi Reddy,"8,166",0.8%,Independent, AC View
6,6,Varikuppala Venkanna,"7,980",0.8%,Marxist Communist Party Of India (S.S.SRIVASTAVA), AC View
