x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Gaddigoudar Parvatagouda Chandanagouda,"459,451",53.0%,Bharatiya Janta Party, AC View
2,2,Patil R S,"292,068",33.7%,Indian National Congress, AC View
3,3,Sanglikar Dharappa Siddappa,"64,075",7.4%,Janata Dal (Secular), AC View
4,4,Aari Noormohd Kasimsahab,"28,009",3.2%,Bahujan Samaj Party, AC View
5,5,Basavaraj Devaru,"24,869",2.9%,Kannada Nadu Party, AC View
