x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Adhalarao Patil Shivajirao,"360,501",49.3%,Shiv Sena, AC View
2,2,Ashok Namdevrao Mohol,"339,691",46.4%,Nationalist Congress Party, AC View
3,3,Arbuj Shivaji Jijaba,"12,055",1.6%,Independent, AC View
4,4,Kudale Vivek Anant,"11,216",1.5%,Bahujan Samaj Party, AC View
5,5,Bhosale Laxman Dharmaji,"5,274",0.7%,Bharipa Bahujan Mahasangh, AC View
6,6,Gadage Ganpatrao Maruti,"3,308",0.5%,Rashtriya Samaj Paksha, AC View
