x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ananth Kumar,"386,682",48.3%,Bharatiya Janta Party, AC View
2,2,Krishnappa M,"324,411",40.5%,Indian National Congress, AC View
3,3,Jayanthi,"77,551",9.7%,Janata Dal (Secular), AC View
4,4,Srinivasa  Rao S V,"5,012",0.6%,Independent, AC View
5,5,Guinness Hotte Paksha Rangaswamy,"3,304",0.4%,Independent, AC View
6,6,Dr Manjunath B R,"1,934",0.2%,Independent, AC View
7,7,Bhadrappa,"1,755",0.2%,Independent, AC View
