x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Amitava Nandy,"619,325",49.7%,Communist Party Of India (MARXIST), AC View
2,2,Tapan Sikdar,"521,073",41.9%,Bharatiya Janta Party, AC View
3,3,Tapas Majumder,"76,854",6.2%,Indian National Congress, AC View
4,4,Subhankar Nag,"10,352",0.8%,Independent, AC View
5,5,Goutam Das,"9,882",0.8%,Bahujan Samaj Party, AC View
6,6,Krishnendu Goswami,"4,358",0.4%,Samajwadi Party, AC View
7,7,Ahindra Basu,"3,704",0.3%,Independent, AC View
8,8,Adhikary Binoy,"2,812",0.2%,Independent, AC View
