x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Prabodh Panda,"480,034",53.0%,Communist Party Of India, AC View
2,2,Rahul ( Biswajit) Sinha,"319,274",35.3%,Bharatiya Janta Party, AC View
3,3,Narayan Chandra Paria,"68,338",7.5%,Indian National Congress, AC View
4,4,Panchanan Pradhan,"10,243",1.1%,Independent, AC View
5,5,Madhumanti Sengupta,"9,901",1.1%,Nationalist Congress Party, AC View
6,6,Mritunjoy Chakraborty,"9,440",1.0%,Independent, AC View
7,7,Asit Kumar Khatua,"7,249",0.8%,Jharkhand Party (NOREN), AC View
8,8,Lalit Kumar Jaiswal,"4,020",0.4%,Shiv Sena, AC View
