x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Sangeeta Kumari Singh Deo,"322,912",44.3%,Bharatiya Janta Party, AC View
2,2,Sarat Pattanayak,"222,230",30.5%,Indian National Congress, AC View
3,3,Balgopal Mishra,"90,418",12.4%,Independent, AC View
4,4,Debendra Kumar Biswal,"30,935",4.2%,Bahujan Samaj Party, AC View
5,5,Henabati Barik,"24,235",3.3%,Independent, AC View
6,6,Lalit Mohan Gandhi,"20,351",2.8%,Independent, AC View
7,7,Paramanand Chhatar,"17,297",2.4%,Samajwadi Party, AC View
