x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Chander Kumar,"314,555",49.1%,Indian National Congress, AC View
2,2,Shanta Kumar,"296,764",46.3%,Bharatiya Janta Party, AC View
3,3,Lt. Col. Shakti Chand Chaudhary ( RETD.),"10,860",1.7%,Bahujan Samaj Party, AC View
4,4,Fakir Chand,"10,594",1.7%,Independent, AC View
5,5,Roshan Rana,"7,092",1.1%,Samajwadi Party, AC View
6,6,Dhani Ram,"3,312",0.5%,Independent, AC View
