x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Rajendra Kumar,"157,331",32.3%,Samajwadi Party, AC View
2,2,Dr. Bhagwandass,"119,672",24.6%,Bahujan Samaj Party, AC View
3,3,Harpal Singh Sathi,"117,979",24.3%,Bharatiya Janta Party, AC View
4,4,Deepak Kumar,"76,001",15.6%,Indian National Congress, AC View
5,5,Roop Chand,"5,385",1.1%,Shiv Sena, AC View
6,6,Vinod Kumar,"3,983",0.8%,Independent, AC View
7,7,Arvind,"2,982",0.6%,Uttarakhand Kranti Dal, AC View
8,8,Babu Ram,"1,531",0.3%,Independent, AC View
9,9,Ghasita,"1,488",0.3%,Independent, AC View
