x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,A.Venkatesh Naik,"289,424",35.1%,Indian National Congress, AC View
2,2,Raja Madangopal Nayak,"288,916",35.0%,Janata Dal (Secular), AC View
3,3,Kallur Sureshreddy,"198,804",24.1%,Bharatiya Janta Party, AC View
4,4,Basavalingappa B,"47,952",5.8%,Independent, AC View
