x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Patel Dahyabhai Vallabhbhai,"27,523",49.5%,Indian National Congress, AC View
2,2,Gopal K. Tandel,"26,916",48.4%,Bharatiya Janta Party, AC View
3,3,Dhodi Dhiru Ranchhod,"1,152",2.1%,Bahujan Samaj Party, AC View
