x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Jayaben Thakkar,"316,089",48.5%,Bharatiya Janta Party, AC View
2,2,Gaekwad Satyajitsinh Duleepsinh,"309,486",47.5%,Indian National Congress, AC View
3,3,Kalodia Shardaben Surendrasinh,"8,766",1.3%,Bahujan Samaj Party, AC View
4,4,Prem Jayprakash Biharilal,"7,959",1.2%,Independent, AC View
5,5,Tapanbhai Dasgupta,"5,234",0.8%,Independent, AC View
6,6,Dr. Hashmukh Shivabhai Patel (AYURVEDACHARYA),"4,875",0.7%,Akhil Bharat Hindu Mahasabha, AC View
