x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Kishore Chandra Suryanarayana Deo Vyricherla,"321,788",48.7%,Indian National Congress, AC View
2,2,Dadichiluka Veera Gouri Sankara Rao,"314,370",47.6%,Telugu Desam, AC View
3,3,Uooyaka Mutyalu,"13,896",2.1%,Independent, AC View
4,4,Arika Gumpaswamy,"10,869",1.6%,Independent, AC View
