x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Dalpat Singh Paraste,"210,034",41.3%,Bharatiya Janta Party, AC View
2,2,Rajesh Nandini Singh,"180,685",35.5%,Indian National Congress, AC View
3,3,Ramlal,"25,764",5.1%,Bahujan Samaj Party, AC View
4,4,Thaneshwar Singh Dhurve,"24,227",4.8%,Gondvana Gantantra Party, AC View
5,5,Chhotelal Singh,"18,852",3.7%,Samajwadi Party, AC View
6,6,Bhupal Das Kuldeep,"17,346",3.4%,Communist Party Of India, AC View
7,7,Mansingh Semaliya,"16,869",3.3%,Apna Dal, AC View
8,8,Buddhsen Singh,"9,936",2.0%,Communist Party Of India (MARXIST), AC View
9,9,Anand Pratap Singh,"5,627",1.1%,Lok Jan Shakti Party, AC View
