x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Devendra Prasad Yadav,"323,400",45.9%,Rashtriya Janata Dal, AC View
2,2,Jagannath Mishra,"310,565",44.1%,Janata Dal (United), AC View
3,3,Deo Nath Yadav,"42,859",6.1%,Samajwadi Party, AC View
4,4,Sanjay Kumar,"8,194",1.2%,Independent, AC View
5,5,Raghu Nath Prasad Kushwaha,"7,836",1.1%,Bahujan Samaj Party, AC View
6,6,Upendar Paswan,"7,102",1.0%,Independent, AC View
7,7,Janak Roy,"4,287",0.6%,Independent, AC View
