x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Patel Harilal Madhavjibhai (HARIBHAI PATEL),"229,113",46.7%,Bharatiya Janta Party, AC View
2,2,Radadiya Vithalbhai Hansrajbhai,"223,410",45.6%,Indian National Congress, AC View
3,3,Mavani Ajaybhai Vrujlal,"14,064",2.9%,Independent, AC View
4,4,Tukadiya Gordhan Rajabhai,"8,907",1.8%,Independent, AC View
5,5,Bhutiya Keshavbhai Aebhabhai,"7,300",1.5%,Bahujan Samaj Party, AC View
6,6,Bandiya Madhubhai Meghabhai,"4,277",0.9%,Independent, AC View
7,7,Mansukhbhai Sundarji Dhokai,"3,409",0.7%,Independent, AC View
