x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,M. Shivanna,"316,661",37.1%,Janata Dal (Secular), AC View
2,2,A Siddaraju,"272,672",32.0%,Indian National Congress, AC View
3,3,N Chamaraju,"91,716",10.8%,Janata Dal (United), AC View
4,4,N Shivamallu,"78,855",9.2%,Bahujan Samaj Party, AC View
5,5,Mk Kempasiddaiah,"35,337",4.1%,Jharkhand Party, AC View
6,6,S Puttanna,"24,466",2.9%,Independent, AC View
7,7,N Rangaswamy,"18,901",2.2%,Urs Samyuktha Paksha, AC View
8,8,Mulluru Nagaraju,"14,606",1.7%,Kannada Nadu Party, AC View
