x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Khagen Das,"496,843",71.0%,Communist Party Of India (MARXIST), AC View
2,2,Nirmala Dasgupta,"112,207",16.0%,Indian National Congress, AC View
3,3,Amal Mallik,"67,379",9.6%,All India Trinamool Congress, AC View
4,4,Ramu Banik,"10,787",1.5%,Independent, AC View
5,5,Brajalal Debnath,"7,023",1.0%,Independent, AC View
6,6,Rakhalraj Datta,"6,920",1.0%,Amara Bengali, AC View
