x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Patil Prakashbapu Vasantdada,"305,048",44.1%,Indian National Congress, AC View
2,2,Deepak (BABA) ABASAHEB SHINDE MHAISALKAR,"223,425",32.3%,Bharatiya Janta Party, AC View
3,3,Krantiveer Nagnath(ANNA) RAMCHANDRA NAIKWADI,"137,122",19.8%,Samajwadi Party, AC View
4,4,Shankarrao Balkrishna Khedkar (MALI),"10,090",1.5%,Independent, AC View
5,5,Adv. Suhase Madhukar Mallappa,"8,267",1.2%,Bahujan Samaj Party, AC View
6,6,Ganapati Tukaram Kamble (G.T.),"3,654",0.5%,Independent, AC View
7,7,Vanmore Narayan Appa,"3,070",0.4%,Independent, AC View
8,8,Pravin Kavthekar (JIWA MAHALE),"2,323",0.3%,Independent, AC View
